Title,Author,Link
Masnaviyat-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/masnaviyatighalib
Maqalat-e-Akhtar,Qazi Ahmad Miyan Akhtar Jonagarihi,https://archive.org/details/maqalatiakhtar
Maqa­lat Moulvi Muhammad Shafi - 02,Moulvi Muhammad Shafi,https://archive.org/details/maqalatishafiv2
Shahnama ki Kahaniyan,Asif Naeem Siddiqui,https://archive.org/details/shahnamakikahaniyan
Sharah Divan-e-Ghalib,Nasir Dehlvi,https://archive.org/details/sharahdivanighalibaznasirdehlvi
Gulaab Ke Phool,Hayat Khan Siyal,https://archive.org/details/gulaabkephool
Ghalib - Hindi Adeebon ke Darmiyan,Naushad Manzar,https://archive.org/details/ghalibhindiadeebonkedarmiyan
Sher Shor Angez - 01,Shamsur Rahman Faruqi,https://archive.org/details/shershorangez-v1
Sher Shor Angez - 02,Shamsur Rahman Faruqi,https://archive.org/details/shershorangez-v2
Aik Mohabbat Sau Afsanay,Ashfaq Ahmed,https://archive.org/details/ekmohabbatsauafsanay
Pehla Pathar,Balwant Singh,https://archive.org/details/pehlapathar
Ghalib Ke Chand Pehlu,Shamsur Rahman Faruqi,https://archive.org/details/ghalibkechandpehlu
Ghalib - Maazi Haal Mustaqbil,Muhammad Hassan,https://archive.org/details/ghalibmazihaalmustaqbil
Hosho,Ratan Nath Dhar Sarshar,https://archive.org/details/hosho
Talkhiyaan,Sahir Ludhianvi,https://archive.org/details/talkhiyaan
Huma - Ghalib Number,Unknown Author,https://archive.org/details/humaghalibnumber
Hayaat-e-Javed,Altaf Hussain Hali,https://archive.org/details/hayaatijaved
Urdu Type aur Type Kari,Ali Haider Malik,https://archive.org/details/urdutypekari
Urdu Mutaradifat,Ehsan Danish,https://archive.org/details/urdumutaradifat
Rawayat Ki Ahmiyat,Ebadat Brelvi,https://archive.org/details/rawayatkiahmiyat
Rasheed Ahmad Siddiqui,Malik Ram,https://archive.org/details/rasheedahmadsiddiqui
Hakayat-e-Kashful Mahjoob,Unknown Author,https://archive.org/details/haktayatikashfulmajoob
Hemingway Ke Afsaane,Ernest Hemingway,https://archive.org/details/hemingwaykeafsaane
Mutafarkaat-e-Ghalib,Parto Rohilla,https://archive.org/details/mutafarkaatighalib
Deccani Ghalib Mulla Wajhe,Qayyum Sadiq,https://archive.org/details/mullawajhi
Talism-e-Hoshruba - V - 02,Muhammad Hussain Jaah,https://archive.org/details/talismihoshruba_v5-2
Awwaleen Urdu Slang Lughat,Rauf Parekh,https://archive.org/details/awwaleenurduslanglughat
Tareekh-e-Jamaliyat - 02,Naseer Ahmad Nasir,https://archive.org/details/tareekhijamaliyat-v2
Maqalat-e-Sherani - 02,Hafiz Mahmood Sherani,https://archive.org/details/maqalatisherani-v2
Maqamat-e-Nasiri,Mir Nasir Ali Dehlvi,https://archive.org/details/maqamatinasiri
Talmihaat-e-Iqbal,Abid Ali Abid,https://archive.org/details/talmihaateiqbal
Talmihat-o-Mustalahaat,Sahir Lakhnavi,https://archive.org/details/talmihatomustalahat
Mystical Dimensaions of Islam,Annemarie Schimmel,https://archive.org/details/mysticaldimensaionsofislam
Kulliyat-e-Shefta,Nawab Mustafa Khan Shefta,https://archive.org/details/kulliyatishefta
Bihar Urdu Lughat,Unknown Author,https://archive.org/details/biharurdulughaat
Majmua-e-Lughaat Arabi - 02,Unknown Author,https://archive.org/details/majmuailughaatarabi
Darbar-e-Akbari,Muhammad Hussain Azad,https://archive.org/details/darbariakbari
Urdu Makhtootat ki Fahristein,Rafaqat Ali Shahid,https://archive.org/details/urdumakhtootatkifahristein
Urdu Nasr Ki Dastaan - 07,A. Hameed,https://archive.org/details/urdunasrkidastaan-07
Funoon - 1985,Ahmad Nadeem Qasmi,https://archive.org/details/funoon-85-06
Funoon - Jadeed Ghazal Number - 02,Ahmad Nadeem Qasmi,https://archive.org/details/funoon-jadeedghazal-02
Kulliyat-e-Aatish,Haidar Ali Aatish,https://archive.org/details/killiyatiaatish
The Quaid-e-Azam Papers - 1940,Unknown Author,https://archive.org/details/thequaidiazampapers-1940
Aasaar-e-Ghalib,Sheikh Muhammad Ikram,https://archive.org/details/asaarighalib
Futoohul Haramain,Unknown Author,https://archive.org/details/futoohulharamain
Ghalib Ka Fun,Ebadat Brelvi,https://archive.org/details/ghalibkafun
Intekhab Tilism-e-Hoshruba,Muhammad Hasan Askari,https://archive.org/details/intekhab-tilismihoshruba
Ghalib - Shakhs Aur Shayar,Majnun Gorakhpuri,https://archive.org/details/ghalibaurshakhshayar
Ghalib Ke Khutoot - 01,Khaliq Anjum,https://archive.org/details/ghalibkekhutoot-v1
Allama Iqbal ki Farsi Ghazal,Muhammad Munwar,https://archive.org/details/allamaiqbalkifarsighazal
Tareekh-e-Adab-e-Urdu - 04,Jameel Jalibi,https://archive.org/details/takrikhiadabiurduv4
Surkh Fitah,Qudratullah Shahab,https://archive.org/details/surkhfitah
Shikari Auratein,Saadat Hasan Manto,https://archive.org/details/shikariauratein
Ghalib Aur Ghalibiyat,Farman Fatehpuri,https://archive.org/details/ghalibaurghalibiyat
Ghalib - Nazar Aur Nazara,Hanif Fooq,https://archive.org/details/ghalibnazaraurnazara
Divan-e-Ghazaliyat-e-Farsi Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/ghazaliyatifarsi
Masnaviyat-e-Meer,Siddiq Mohiuddin,https://archive.org/details/masnaviyatemeer
Masooma,Ismat Chughtai,https://archive.org/details/masooma
Afadaat-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/afadaatighalib
Rusoom-e-Aqwam,Ali Abbas Jalalpuri,https://archive.org/details/rusoomiaqwam
Farhang-e-Tareekh Wasaaf,Unknown Author,https://archive.org/details/farhangitareekhwasaaf
Farhang-e-Asifiya - 02,Syed Ahmad Dehlvi,https://archive.org/details/farhangiasifiya-v2
Farhang-e-Asifiya - 03,Syed Ahmad Dehlvi,https://archive.org/details/farhangiasifiya-v3
Farhang-e-Asifiya - 04,Syed Ahmad Dehlvi,https://archive.org/details/farhangiasifiya-v4
Jahan-e-Mir,Ibadat Brelvi,https://archive.org/details/jahanimir
Farsi Adab Mein Mohammad Taqi Mir Ki Khidmat,Shahabuddin Saqib,https://archive.org/details/farsiadabmeinmirkikidmat
Fasana-e-Azad - 02,Ratan Nath Dhar Sarshar,https://archive.org/details/fasanaiazad-v2
Jawaharul Nafs,Abdul Aziz Batalvi,https://archive.org/details/jawaharulnafs
Fehrist-e-Kutub Matba Munshi Nawal Kishore,Chandra Shekhar,https://archive.org/details/fahristkutubmunshinawalkishore
Iqbal ke Khatoot Jinnah ke Naam,Unknown Author,https://archive.org/details/iqbalkekhatootjinnahkenaam
Takreekh - 01,Mubarak Ali,https://archive.org/details/takreekh-v1
Japani Lok Kathayen,Shafi Aqeel,https://archive.org/details/japanilokkathayen
Fikr Nama,Fikr Taunsvi,https://archive.org/details/fikrnama
Kagaz Ki Nao,Krishan Chandar,https://archive.org/details/kagazkinao
Islam aur Arabi Tamadun,Moenuddin Ahmad Nadvi,https://archive.org/details/islamaurarabitamadun
Khazinatul Amsal,Shah Hussain Haqeeqat,https://archive.org/details/khazinatulamsal
Teen Gunday,Krishan Chandar,https://archive.org/details/teengunday
Lenin - Selected Works - 01,Vladimir Lenin,https://archive.org/details/leninselectedworks-v1
Kulliyat-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/kulliyatghalib-v2
Kulliyat-e-Iqbal Farsi,Muhammad Iqbal,https://archive.org/details/kulliyateiqbalfarsi
Kulliyat-e-Momin,Momin Khan Momin,https://archive.org/details/kulliyatimomin
1962 K Behtareen Makalay,Unknown Author,https://archive.org/details/1962kebehtareenmakalay-
Imtiaz Ali Arshi ki Ghalib Shanasi,Unknown Author,https://archive.org/details/imtiazaliarshikighalibshanasi
Nuqoosh - Rasool Number 02,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v2
Nuqoosh - Ghazal Number 2,Muhammad Tufail,https://archive.org/details/nuqoosh-41-42-v2
Nuqoosh - Das Saala Number,Muhammad Tufail,https://archive.org/details/nuqoosh-67-68
Nuqoosh - Adab-e-Alia Number,Muhammad Tufail,https://archive.org/details/nuqoosh-79-80
Khwaja Haidar Ali Aatish,Muhammad Zakir,https://archive.org/details/haideraliaatish
Rahmat-e-Aalam,Sulaiman Nadvi,https://archive.org/details/rahmatiaalam
Classici Adab Ki Farhang,Rasheed Hasan Khan,https://archive.org/details/classiciadabkifarhang
Muslmanon Ka Urooj-o-Zawal,Saeed Ahmad,https://archive.org/details/muslamnoonkauroojozwal
Nigar - Tazkiron Ka Tazkira Number,Farman Fatehpuri,https://archive.org/details/nigar-tazkironkatazkira
Masail-e-Iqbal,Syed Abdullah,https://archive.org/details/masaileiqbal
Problems of Leninism,Joseph Stalin,https://archive.org/details/problemsofleninism
Manto - Ghalib Ka Parastar,Pervez Anjum,https://archive.org/details/mantoghalibkaparstar
Jame-ul-Qawaid - Nahv,Unknown Author,https://archive.org/details/jameulqawaid
Maktoobaat-e-Sir Syed - 2,Sheikh Muhammad Ismail Panipati,https://archive.org/details/maktoobaatisirsyed-v2
Jahan-e-Ghalib - 19,Unknown Author,https://archive.org/details/jahanighalib-19
Kalam-e-Nayrang,Unknown Author,https://archive.org/details/kalaminayrang
Baitaal Pachchisi,Mazhar Ali Khan Wala,https://archive.org/details/baitalpachisi
Mahasin-e-Kalam-e-Ghalib,Abdurrahman Bijnori,https://archive.org/details/mahasinikalamighalib
Mah-e-Nau - Iqbal Number,Unknown Author,https://archive.org/details/mahinuhiqbalv1
Maktoobaat-e-Sir Syed - 1,Sheikh Muhammad Ismail Panipati,https://archive.org/details/maktoobaatisirsyed-v1
Hawis,Aziz Ahmed,https://archive.org/details/hawis
Maqalat-e-Sherani - 06,Hafiz Mahmood Sherani,https://archive.org/details/maqalatesherani-v6
Muasireen - Iqbal Ki Nazar Mein,Muhammad Abdullah Qureshi,https://archive.org/details/maasareeniqbalkinazarmein
Mojam Masadir-e-Islami,Jameel Ahmad Rizvi,https://archive.org/details/mojammasadireislami
Modern Urdu Poetry,Ebadat Brelvi,https://archive.org/details/modernurdupoetry
Mushkilaat-e-Ghalib,Niaz Fatehpuri,https://archive.org/details/mushkilaatighalib
Hindustani Muashra Ahd-e-Wusta Mein,Kunwar Mohammad Ashraf,https://archive.org/details/hindustanimaashraahadiwustamein
Rasheed Ahmad Siddiqui - Aap Beati,Syed Moen-ur-Rehman,https://archive.org/details/rasheedahmadsiddiquiaapbeati
Misbah-ul-Lughaat,Abu Al Fazal Abdul Hafeez,https://archive.org/details/misbah-ul-lughaat_
Nigar - Akbar Allahabadi Number,Farman Fatehpuri,https://archive.org/details/nigar-akbarallahabadi
Nigar - Momin Number,Niaz Fatehpuri,https://archive.org/details/nigarmomin
"Sahiri, Shahi, Sahib Qirani - 01",Shamsur Rahman Faruqi,https://archive.org/details/sahirishahisahibqirani_v1
Patna Ke Katbe,Fasihuddin Balkhi,https://archive.org/details/patnainscriptions
Seerat-un-Nabi - 01,Shibli Nomani,https://archive.org/details/seerat-un-nabi-v1
Sabd Cheen,Mirza Asadullah Khan Ghalib,https://archive.org/details/sabdcheen
Tazkira Mussarta Afza,Abul Hasan Ameeruddin,https://archive.org/details/mussartaafza
Naya Zamana,Khalil Gibran,https://archive.org/details/nayazamana
Sehrul Bayan,Ghulam Hasan Dehlvi,https://archive.org/details/sehrul-bayan
Tasawwuf aur Bhakti,Shamim Tariq,https://archive.org/details/tasawwufaurbhakti
Talism-e-Khayaal,Krishan Chandar,https://archive.org/details/talismekhayaal_images
Tanqeedat,Unknown Author,https://archive.org/details/tanqeedat
Tanqeed-e-Sher,Anis Nagi,https://archive.org/details/tanqeedesher
Tanqeedi Muamlaat,Shamsur Rahman Faruqi,https://archive.org/details/tanqeedimuamlaat
Tazkerat-ul-Mohaddiseen,Ziauddin Islahi,https://archive.org/details/tazkeratulmohaddiseen
Tazkerat-ul-Mohaddiseen - 02,Ziauddin Islahi,https://archive.org/details/tazkeratulmohaddiseen-v2
Tazkira Makhzan-e-Nikaat,Qaim Chandpuri,https://archive.org/details/makhzaninikaat
Mere Behtareen Afsaane,Qurratulain Hyder,https://archive.org/details/merebehtareenafsaane
Nuqoosh - Rasool Number 08,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v8
Sindhi Urdu Lughat,Unknown Author,https://archive.org/details/sindhiurdulughat
Poems from Iqbal,V. G. Kiernan,https://archive.org/details/poemsfromiqbal
Lughaat-e-Ghalib,Muhammad Yunus Saleem,https://archive.org/details/lughaatighalib
Al Bayan,Abid Ali Abid,https://archive.org/details/albayan_urd
Mustalahaat-e-Uloom-o-Funoon-e-Arabia,Muhiuddin Ghazi Ajmeri,https://archive.org/details/mustalahaatiuloomfunooniarabia
Kulliyat-e-Nasr-e-Hali - 02,Altaf Hussain Hali,https://archive.org/details/kulliyatinasrhali-v2
1968 Ke Muntakhab Afsaane,Nasir Zaidi,https://archive.org/details/1968kemuntakhabafsaane
Kundan,Rajinder Singh Bedi,https://archive.org/details/kundan
Gul-e-Maghfirat,Haider Bakhsh Haidri,https://archive.org/details/gulimaghfirat
Kulliyat-e-Mushafi - 01,Ghulam Hamdani Mushafi,https://archive.org/details/kulliyatimushafi-v1
Nuskha Haye Wafa,Faiz Ahmad Faiz,https://archive.org/details/nuskhahayewafa
Nuqoosh - Rasool Number 04,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v4
Nuqoosh - Iqbal Number - Nayrang-e-Khayaal,Muhammad Tufail,https://archive.org/details/nuqoosh-nayran-i-khayaal
Nazar-e-Hameed Ahmed Khan,Ahmad Nadeem Qasmi,https://archive.org/details/nazarihameedahmedkhan
Qabz-e-Zamaan,Shamsur Rahman Faruqi,https://archive.org/details/qabz-e-zamaan
Masnawiyyat-i-Mir,Ram Babu Saksena,https://archive.org/details/masnawiyyatimir
Khayalistan,Sajjad Haider,https://archive.org/details/khayalistan
Khoya Huwa Ufaq,Muhammad Khalid Akhtar,https://archive.org/details/khoyahuwaufaq
Iyarush Shoara,Khoob Chand Zaka,https://archive.org/details/iyarushshoara
Iqbal Shanasi,Unknown Author,https://archive.org/details/iqbalshanasi
Afkar - 1946-08,Sehba Lakhnavi,https://archive.org/details/afkar46-6
Afkar - Nadeem Number,Sehba Lakhnavi,https://archive.org/details/afkarahmadnadeemqasmi
Tazkira Gulshan-e-Hind,Mirza Ali Lutf,https://archive.org/details/gulshanihind
Hadi-ul-Nisa,Syed Ahmed Dehlvi,https://archive.org/details/hadiulnisa
Yaadon Ki Baraat,Josh Malihabadi,https://archive.org/details/yaadonkibaraat_202007
Metaphysics of Iqbal,Ishrat Hasan Envar,https://archive.org/details/metaphysicsofiqbal
Mirza Adeeb Ke Behtareen Afsaane,Mirza Adeeb,https://archive.org/details/mirzaadeebkeafsaane
Mazeed Himaqatain,Shafiq-ur-Rehman,https://archive.org/details/mazeedhimaqatain_202008
Hindi Urdu Lughat,Raja Rajeswar Rao Asghar,https://archive.org/details/hindiurdulughat
Mazhab-e-Ishq,Nihal Chand Lahori,https://archive.org/details/mazhabeishq
Mazameen-e-Rasheed,Rasheed Ahmad Siddiqui,https://archive.org/details/mazameenirasheed
Ghalib ke Khutoot - 01,Khaliq Anjum,https://archive.org/details/ghalibkekhutoot-v1x
Farhang-e-Iqbal,Nasim Amrohvi,https://archive.org/details/farhangeiqbal
Choraha,Anwar Sajjad,https://archive.org/details/choraha
Nerang-e-Khayaal,Muhammad Hussain Azad,https://archive.org/details/nayrangikhayal
Nama Haaye Farsi Ghalib,Parto Rohilla,https://archive.org/details/namahayefarsi
Nuqoosh - Rasool Number 12,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v12
Nuqoosh - 51-52,Muhammad Tufail,https://archive.org/details/nuqoosh-51-2
Aur Dramay,Ashfaq Ahmed,https://archive.org/details/aurdramay
Muhammad Ali Jinnah,Unknown Author,https://archive.org/details/muhammad-ali-jinnah
Mughal Darbar,Mubarak Ali,https://archive.org/details/mughaldarbar
Asri Lughat,Abdul Haq,https://archive.org/details/asrilughat
Deputy Nazir Ahmad,Iftikhar Ahmed Siddiqi,https://archive.org/details/deputynazirahmad
Muraqqa-I-Chughtai,Abdur Rahman Chughtai,https://archive.org/details/muraqqaechughtai
Pakistan Mein Ghalib Shanasi,Shakeel Pitafi,https://archive.org/details/pakistanmeinghalibshanasi
Khazeena-e-Ghalib,Unknown Author,https://archive.org/details/khazeenaighalib
Urdu Ghazal,Yusuf Hussain Khan,https://archive.org/details/urdughazalazyusufhussain
Urdu-e-Mualla - 01,Mirza Asadullah Khan Ghalib,https://archive.org/details/urduimuala-v2
Urdu Ki Lisaani Tashkeel,Mirza Khalil Ahmad Baig,https://archive.org/details/urdukilisaanitashkeel
Urdu Lughat Navesi ka Tanqeedi Jaiza,Masood Hashami,https://archive.org/details/urdulughatnavesikatanqeedijaiza
Urdu Nasr Ki Dastaan - 10,A. Hameed,https://archive.org/details/urdunasrkidastaan-10
Mehraab,Ahmed Mushtaq,https://archive.org/details/mehraab
Mir Taqi Mir ka Gher Matbua Diwan-e-Haftum,Mir Taqi Mir,https://archive.org/details/mirtaqimirkaghermatbuadiwanihaftum
Misbah-ul-Qawaid,Fateh Muhammad Khan,https://archive.org/details/misbahulqawaid_urdu
Meer Tanqeed,Reshma Parveen,https://archive.org/details/meertanqeed
Divan-e-Ghalib Ki Hindi Farhang,Unknown Author,https://archive.org/details/divanighalibhindifarhang
Mirza Ghalib,Natalia Prigarina,https://archive.org/details/mirzaghalib
Urdu Shayara Ke Tazkiray,Farman Fatehpuri,https://archive.org/details/urdushuraketazkary
Muasir-e-Adab,Jameel Jalibi,https://archive.org/details/muasiriadab
Noorul Lughaat,Noorul Hasan Nayyar,https://archive.org/details/noorullughat-v1
Chaye Ke Bagh,Qurratulain Hyder,https://archive.org/details/chayekebagh
Nuqoosh - 105,Muhammad Tufail,https://archive.org/details/nuqoosh-105
Nuqoosh - Adabi Markey Number 2,Muhammad Tufail,https://archive.org/details/nuqoosh-127-v2
Nuqoosh - Rasool Number 03,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v3
Nuqoosh - Rasool Number 05,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v5
Nuqoosh - Manto Number,Muhammad Tufail,https://archive.org/details/nuqoosh-manto
Iqbal ka Ilm-e-Kalam,Ali Abbas Jalalpuri,https://archive.org/details/iqbalkailmekalam
Maqalat-e-Sherani - 01,Hafiz Mahmood Sherani,https://archive.org/details/maqalatisherani-v1
Fasana-e-Ajaib,Rajab Ali Beg Suroor,https://archive.org/details/fasanaiajaib
Muraqqa-e-Ghalib,Hameed Ahmed Khan,https://archive.org/details/muraqqaighalib
Hind Yatra,Mumtaz Mufti,https://archive.org/details/hindyatra
Tazkira Gul-i-Raina,Laxmi Narayan Shafeeq Aurangabadi,https://archive.org/details/gulirana
Nuqoosh - Iqbal Number 1,Muhammad Tufail,https://archive.org/details/nuqoosh-121
Nuqoosh - Mir Taqi Mir Number 1,Muhammad Tufail,https://archive.org/details/nuqoosh-125
Nuqoosh - Khaas Number,Javed Tufail,https://archive.org/details/nuqooshkhaasno-136
Baresaghir Mein Islam key Awaleen Nuqoosh,Unknown Author,https://archive.org/details/baresaghirmeinislamkeyawaleennuqoosh
Pakistan ki Lok Dastanian,Shafi Aqeel,https://archive.org/details/pakistankilokdastanian
Pakistan Nifaaz Islam aur Iqbal,Muzafar Hussain,https://archive.org/details/pakistannifaazislamauriqbal
Marxi Falsafa,Unknown Author,https://archive.org/details/marxifalsafa
Bang-e-Dara,Muhammad Iqbal,https://archive.org/details/bangidara
Nasr-e-Iqbal ka Tanavvo,Rafi uddin Hashmi,https://archive.org/details/nasreiqbalkatanavvo
Bahr-ul-Fasaahat,Najmul Ghani Khan Rampuri,https://archive.org/details/bahrulfasaahat
Chaapna Nuskha Amroha Ka,Syed Anees Shah Jilani,https://archive.org/details/divanighalibnuskhaiamroha
Shoara-e-Urdu Ke Tazkire,Haneef Naqvi,https://archive.org/details/shoaraiurduketazkire
Mazameen-e-Rasheed,Rasheed Ahmad Siddiqui,https://archive.org/details/mazameenerasheed
Jareeda - 26,Unknown Author,https://archive.org/details/dictionaryofobscurewordsofurdu-v2
Lenin - Socialist Revolution,Vladimir Lenin,https://archive.org/details/socialistrevolution
Urdu Afsane Ki Rawayat,Mirza Hamid Baig,https://archive.org/details/urduafsanekirawayat
Urdu Ghazal,Yusuf Hussain Khan,https://archive.org/details/urdughazal_5th
Urdu-e-Qadeem,Muhammad Baqar,https://archive.org/details/urduiqadeem
Chori Chupe,Hajra Masroor,https://archive.org/details/chorichupe
Teen Barray Nafsiyatdaan,Unknown Author,https://archive.org/details/teenbarraynafsiyatdaan
Payam-e-Mashriq,Muhammad Iqbal,https://archive.org/details/payamimashriq
Tareekh-e-Ahmedi,Ahmad Husain Khan Mazaq,https://archive.org/details/tareekhiahmadi
Nusrat - Islami Socialism,Hanif Ramay,https://archive.org/details/nusratislamisocialism
Tabaeen,Moinuddin Ahmad Nadvi,https://archive.org/details/tabaeen-ur
Tareekh-e-Adab-e-Urdu - 03,Jameel Jalibi,https://archive.org/details/takrikhiadabiurduv3
Maqa­lat-e-Arshi,Imtiaz Ali Khan Arshi,https://archive.org/details/muqalaatiarshi
Maqa­lat Moulvi Muhammad Shafi - 03,Moulvi Muhammad Shafi,https://archive.org/details/muqalaatshafeehv3
Hazrat Omar Kay Sarkari Khatoot,Khurshid Ahmad Farooq,https://archive.org/details/hazratomarkesarkarikhatoot
Tarikh-e-Islam,Abdallah Emadi,https://archive.org/details/tarikheislam
Tarjuma Hadaiqul Balaghat,Imam Bakhsh Dehlvi,https://archive.org/details/tarjumaihadaiqulbalaghat
Taraqqi Pasand Adab,Ali Sardar Jafri,https://archive.org/details/taraqqipasandadab
Tareekh-e-Adabiyaat - Urdu Adab - 02,Waheed Qureshi,https://archive.org/details/tareekhiadabiyaat-urduadab-v2
Tareekh-e-Lahore,Unknown Author,https://archive.org/details/tareekhilahore
Tareekh-ul-Ummat - 01,Aslam Jairajpuri,https://archive.org/details/tareekhulummat-v1
Tasawwuf,Unknown Author,https://archive.org/details/tasawwuf_
Naagmani,Amrita Pritam,https://archive.org/details/naagmani
Wahdat-ul-Wujoode Ek Ghair Islami Nazariya,Unknown Author,https://archive.org/details/wahdat-ul-wujoodekghairislaminazariya
Nukat-us-Shura,Mir Taqi Mir,https://archive.org/details/nukatusshura
Nuqoosh - Khatoot Number - 01,Muhammad Tufail,https://archive.org/details/nuqoosh-109-v1
Nuqoosh - Saalnama,Muhammad Tufail,https://archive.org/details/nuqoosh-124
Pakistan - Soobon ka Tarikhi Khaka,Unknown Author,https://archive.org/details/pakistansoobonkatarikhikhaka
Lenin - Riyasat aur Inquilaab,Unknown Author,https://archive.org/details/leninriyasataurinquilaab
Ek Aurat Hazaar Deewane,Krishan Chandar,https://archive.org/details/ekaurathazaardeewane
Naqsh-e-Chughtai,Abdur Rahman Chughtai,https://archive.org/details/naqshichughtai
Nath Ki Izzat,Wajida Tabassum,https://archive.org/details/nathkiizzat
Muftiyanay,Mumtaz Mufti,https://archive.org/details/muftiyanay
Faiz-e-Mir,Mir Taqi Mir,https://archive.org/details/faizimir
The Garnet Bracelet,Aleksandr Kuprin,https://archive.org/details/thegarnetbracelet_ur
Hamari Lok Kahaniyan,Prem Pal Ashk,https://archive.org/details/hamarilokkahaniyan
Waqa-e-Babar,Zahir Al-Din Muhammad Babur,https://archive.org/details/waqaibabar
Tareekh-e-Adabiyaat - Urdu Adab - 04,Fayyaz Mehmood,https://archive.org/details/tareekhiadabiyaat-urduadab-v4
Tareekh-e-Jamaliyat - 01,Naseer Ahmad Nasir,https://archive.org/details/tareekhijamaliyat-v1
Tareekh-ul-Ummat - 04,Aslam Jairajpuri,https://archive.org/details/tareekhulummat-v4
Farhang-e-Amsaal,Masood Hasan Rizvi Adeeb,https://archive.org/details/farhangiamsaal
Farhang-e-Jahangiri - 02,Jamaluddin Hussain,https://archive.org/details/farhangijahangiri-v2
Talism-e-Hoshruba - 01,Muhammad Hussain Jaah,https://archive.org/details/talismihoshruba_v1
Urdu Tarjamay Ki Rawayet - 1786 ta Haal,Mirza Hamid Baig,https://archive.org/details/urdutarjumaykirawayat
Urdu Rasmulkhat aur Type,Tariq Aziz,https://archive.org/details/urdutypekikahani
Urdu Qawaid,Shaukat Sabzwari,https://archive.org/details/urduqawaid
Gulistan-e-Alfaz-wa-Maani,Abdur Rahim,https://archive.org/details/gulistanialfazwamaani
Hakeem Farzana,Shekih Muhammad Ikram,https://archive.org/details/hakeemfarzana
Divan-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/divaneghalib-v4
Divan-e-Ghalib - Nuskha Arshi,Imtiaz Ali Khan Arshi,https://archive.org/details/divaneghalib-v7
The Golden Bough - 02,James George Frazer,https://archive.org/details/thegoldenbough-v2
Divan-e-Nasir,Nasir Kazmi,https://archive.org/details/divaninasir
Divan-e-Ameer,Amir Meenai,https://archive.org/details/divanameer
Gul-e-Ajaib,Tamanna Aurangabadi,https://archive.org/details/guliajaib
Tazkira-e-Shorish,Ghulam Hussain Shorish,https://archive.org/details/ramuzusshoraa
Jahan-e-Ghalib - 07,Unknown Author,https://archive.org/details/jahanighalib-07
Jadeed Shoara-e-Urdu,Unknown Author,https://archive.org/details/jadeedshoaraiurdu
Iqbal Arab Shura ki Nazr Mein,Unknown Author,https://archive.org/details/iqbalarabshurakinazrmein
Iqbal aur Humara Ahad,Jilani Kamran,https://archive.org/details/iqbalaurhumaraahad
Dadar Pul Ke Bachay,Krishan Chandar,https://archive.org/details/dadar-pul-ke-bachay
Lisan-ul-Ghaib,Mir Waliallah,https://archive.org/details/lisanulghaib-v1
Lughaat-e-Mehr,Mehr Fauqi Badayuni,https://archive.org/details/lughaatimehr
Lughaat-un-Nisa,Syed Ahmad Dehlvi,https://archive.org/details/lughaatunnisa
Julius Caesar,William Shakespeare,https://archive.org/details/juliuscaesar-ur
Istilahat-e-Shair,Mohazzab Lakhnavi,https://archive.org/details/istilahatishair
Jadeed Ghazal,Rasheed Ahmad Siddiqui,https://archive.org/details/jadeedghazal
Jahan-e-Ghalib - 05,Unknown Author,https://archive.org/details/jahanighalib-05
Renderings from Ghalib,Prema Johri,https://archive.org/details/renderingsfromghalib
Khird Afroz - 02,Hafeez Uddin Ahmed,https://archive.org/details/khirdafroz-v2
Jeene Ka Kareena,Unknown Author,https://archive.org/details/jeenekakareena
Jeeta Jagta,Ibn-e-Tufail,https://archive.org/details/jeetajagta
Khutbaat-e-Iqbal John Doe,Javeed Majeed,https://archive.org/details/khutbaateiqbaljohndoe
Meer Ki Aap Biti,Nisar Ahmed Faruqi,https://archive.org/details/meerkiaapbiti
Karim-ul-Lughaat,Kareemuddin,https://archive.org/details/karimullughaat
Sakinat-ul-Auliyaa,Dara Shikoh,https://archive.org/details/sakinatulauliyaa
Iqbal ki Sohbat Mein,Unknown Author,https://archive.org/details/iqbalkisohbatmein
Iqbal aur Aalami Adab,Abdul Mughni,https://archive.org/details/iqbalaur-aalamiadab
Lughaat aur Farhangain,Rauf Parekh,https://archive.org/details/lughaataurfarhangain
Mahasin-e-Khatoot-Ghalib,Ghulam Hussain Zulfiqar,https://archive.org/details/mahasinikhatootighalib
Seerat-un-Nabi - 05,Sulaiman Nadvi,https://archive.org/details/seerat-un-nabi-v5
Maqalat-e-Tasawwuf,Unknown Author,https://archive.org/details/maqalatitasawwuf
Nuqoosh - Rasool Number 07,Muhammad Tufail,https://archive.org/details/nuqoosh-130-v7
Nuqoosh - Ghalib Number 2,Muhammad Tufail,https://archive.org/details/nuqoosh-bayaz-e-ghalib-113
